Serial,sequence_ID,sequence_length,telo_density,Telomere_start,Telomere_end,Telomere_length,telo_density_mismatch,Telomere_start_mismatch,Telomere_end_mismatch,Telomere_length_mismatch
26,0deaa5da-4602-4711-8dd0-07f3189cd8e9,103251,0.9498947368421052,95,4844,4750,0.9945332211942809,89,4844,4756
27,31c10426-38fc-4c8c-92e5-6597e9ea4950,2057,0.999490575649516,91,2053,1963,0.9994921279837481,85,2053,1969
28,e4f542c6-3782-4411-9364-d9308839e27a,4922,0.9573420836751435,91,2528,2438,0.9816836914406482,85,2923,2839
29,af342155-a49c-4182-9467-1a7a1bd93f90,2112,0.9995042141794744,96,2112,2017,0.9995056846267919,90,2112,2023
30,3f97da64-bcce-44ef-b318-0a3c52a4b4e9,35966,0.9590656284760846,94,9083,8990,0.9934105643532788,88,9496,9409
31,5cde4b54-6be5-45a6-86ce-a446ab1b6fad,28157,0.9192708333333334,94,4701,4608,0.9802188552188552,88,4839,4752
32,18cc1d52-3f58-40b7-ae2f-32dfa72345b0,26568,0.81419624217119,93,3924,3832,0.9727697095435685,87,3942,3856
33,92ff795e-917c-46a6-971b-31f7dc132f5f,2037,0.9984544049459042,95,2035,1941,0.9984591679506933,89,2035,1947
34,15a2387d-77f2-4963-b2d3-8b61de498147,5207,0.9565462753950339,93,3636,3544,0.9807987711213517,87,3992,3906
35,b14b0de3-9c10-463f-baf1-8cfdca0a09b0,22529,0.9719440409754606,91,13171,13081,0.9876308277830638,91,13753,13663
36,35b8b773-807b-4200-abac-17e985366dac,50768,0.9897532111415789,91,7019,6929,0.9889730304238076,85,7611,7527
37,2b486457-9100-4548-8f0f-eaa35b91ce28,8415,0.9998798510152589,93,8415,8323,0.9998799375675351,87,8415,8329
38,7eda2ca7-b682-41b8-8df4-499214f89e44,1656,0.9993593850096092,95,1655,1561,0.9993618379068283,89,1655,1567
39,72d12e1c-3acc-4ded-b414-5d8138778731,43599,0.9935379644588045,92,1329,1238,0.9984,86,1335,1250
40,0f0f357b-51c5-46b5-a3b9-b5430b2bbb39,4759,0.9954983922829582,95,4759,4665,0.9997859130807107,89,4759,4671
41,75b0c813-95af-4bb1-980d-ff6734087423,17062,0.9138563049853372,91,5546,5456,0.988809946714032,85,5714,5630
42,7cd0d2fb-cf34-40fb-9684-9f8b88b610a3,6954,0.97911886186324,92,4449,4358,0.9721577726218097,86,4826,4741
43,1d8dac5a-b0a0-456b-a8b1-c1ce17787c0c,61078,0.9895615866388309,94,5362,5269,0.9947257383966245,88,6723,6636
44,4b194439-556d-499e-8508-e7b282fa3c4f,98843,0.8672150411280846,99,3502,3404,0.9727431857964491,93,4091,3999
45,2990f6ef-b6c6-46be-a7ea-b1cefb4bbde0,2010,0.9994794377928162,90,2010,1921,0.9994810586403736,84,2010,1927
46,e4523aaa-f5ab-4eef-a549-1c3abded1e99,24781,0.9874421678783873,91,6142,6052,0.9923347173427021,85,6346,6262
47,a0a7a6d9-835f-4e4d-a2a1-44c9b61c317d,1753,0.7641509433962265,90,301,212,0.8780231335436383,83,1033,951
48,c91b7b43-20f0-40d4-b99a-fd85f6800c4c,9226,0.7893070699964826,94,2936,2843,0.9412619947659203,88,3526,3439
49,29cb3c4c-8c37-4472-85a2-cee7b3a20980,19555,0.9136485580147552,88,6051,5964,0.9914658634538153,82,6057,5976
50,7640ec0a-9721-4fc1-97f7-fbf0a69e78af,15505,0.9614271938283511,90,12533,12444,0.9977531696356925,84,12545,12462
51,21de1065-c3be-4a37-97ee-8f5adc8281ed,12485,0.9186697398748765,92,3128,3037,0.9738622386223862,86,3337,3252
52,89ce069f-8d38-47d4-bed4-8a7c66013a95,55087,0.9649944873208379,89,7344,7256,0.9919923995656895,83,7450,7368
53,6915a220-2c27-49d1-a36f-d499a4df939e,2148,0.7894736842105263,107,562,456,0.9284140969162996,93,1000,908
54,a5912c07-d481-4c2b-9c63-c7e8378451ff,63589,0.9784458309699376,85,3610,3526,0.9713382983525164,79,4509,4431
55,ed03046e-54aa-46b0-a347-676dc278854b,18268,0.9860297431275349,94,6750,6657,0.9810918396360535,88,7121,7034
56,2d5e58e0-34d3-444d-85d4-d67bfb36a9c0,31669,0.989422709315662,88,7934,7847,0.9938029594030606,82,7988,7907
57,d2880f43-f78a-4d03-a76f-0e32e42466a8,13663,0.987444859178826,87,11874,11788,0.9871230091494408,81,11884,11804
58,53ca472e-467f-4161-ba11-96f57052a7b4,22197,0.9234462523339557,95,3843,3749,0.9895991882293252,89,4030,3942
59,61ab6488-3e1c-47ea-9331-c3e5437e56a3,39628,0.9229499174463401,97,3730,3634,0.9761715647339158,91,3867,3777
60,8d4e92a9-2611-40a5-98ca-462b94e58e7a,6356,0.8771256171146462,82,3727,3646,0.9802120141342756,69,4313,4245
61,72ff9bfb-727f-4cd5-b342-3d779a1c8a23,52470,0.98783712321523,96,5768,5673,0.9988095238095238,90,5969,5880
62,abc830d6-a261-4590-a6cb-b7eb5699cd42,55547,0.9894957983193278,96,6759,6664,0.9925732361435841,90,7360,7271
63,d87da1d0-5e2d-4152-b194-3e1369dec832,4917,0.9951060358890701,92,1930,1839,0.9739454094292804,86,4115,4030
64,8f79a1be-8d62-4941-8507-33b0e566b1c5,25507,0.9915022761760243,80,6669,6590,0.9957264957264957,74,8029,7956
65,bc2e629f-10de-4439-8064-2c8364665e72,46751,0.9994897959183674,85,4004,3920,0.999340804218853,79,4629,4551
66,8788b0a7-3fc0-4c93-8b72-2daeb671dc8b,8956,0.9523809523809523,94,7086,6993,0.9646835099157838,82,7443,7362
67,6a9f11da-3800-4daa-88b5-e415f7b5bf09,4792,0.9516864175022789,92,4479,4388,0.9929721151666289,86,4496,4411
68,fbe64c21-d869-41d9-94ba-3cd435820949,31301,0.9786204114562324,95,7531,7437,0.9864212038125082,89,7747,7659
69,13c9301d-5d42-49ed-bb19-3b808493407a,6644,0.9213713816464791,94,4964,4871,0.9805628669771209,88,5026,4939
70,7d8cb61e-9bee-45c4-be3f-364a319ded0f,16378,0.9174238375200428,1167,4908,3742,0.8856243441762854,87,5804,5718
71,db4d6f98-d8df-47c3-883f-20a5e58bae58,30266,0.8183508989460633,84,3309,3226,0.9744536780547861,78,3326,3249
72,347ea963-88d1-491d-93da-ea74420aa8d2,62160,0.9759138566166052,100,3628,3529,0.9964796479647965,94,4638,4545
73,353c4f1a-68d3-4d67-a879-ca9562f844ba,34957,0.9529353068351905,94,6106,6013,0.991716368455931,88,6123,6036
74,c4a385fb-e058-48ad-92cc-4bd4b0a47370,20146,0.9929183749534104,90,8138,8049,0.996067090803933,84,8728,8645
75,d8a5755b-054d-4633-8e58-ba7a16f84eb6,38917,0.997845756139595,91,4732,4642,0.9869011976047904,85,5428,5344
76,dee50096-d1b7-4b29-937c-2b2c5b7f4984,26338,0.9183955739972337,92,4429,4338,0.9793882978723404,86,4597,4512
77,30a88e3c-8a0b-4803-a073-b8b948f5ed5b,30998,0.97514033680834,95,3835,3741,0.9976905311778291,89,4851,4763
78,2c7a42e5-b3ad-4009-9f81-22000289eda0,36428,0.9461420541645376,97,9881,9785,0.9891005398798004,91,9907,9817
79,63901d30-cd38-4735-89dd-73fe4ca8c588,60646,0.9360354654844838,96,4832,4737,0.9916343603346256,90,4990,4901
80,97fbfd64-7e8b-4aa5-8ceb-f6b28380be18,97479,0.9581239530988275,93,3674,3582,0.9939473684210526,87,3886,3800
81,9578d352-1b96-4fe2-95f8-e1c65e9f0f31,17921,0.9950095969289827,95,5304,5210,0.9990414110429447,89,5304,5216
82,6f518210-96b9-4684-b0b4-f4c81dd9364a,7789,0.9330415754923413,90,6944,6855,0.967355192835476,84,7006,6923
83,35c89f67-db14-4021-bbbf-b508f9f77e1a,17932,0.9870537465672813,92,7738,7647,0.9937185929648241,86,8045,7960
84,36477ec6-c70a-48a3-a6ed-dc6a24625b45,6483,0.9106130164731299,94,3796,3703,0.9279771190847634,88,3933,3846
85,005915eb-dad1-4c0b-9103-9007d9d92b1d,24819,0.9879621668099742,88,2413,2326,0.9715504978662873,88,2899,2812
86,3913fa3c-94ef-4622-aee8-840ef71d77ef,4947,0.9052273693157671,95,4800,4706,0.9796264855687606,89,4800,4712
87,426053bd-6ee8-4b79-ae4c-9c71b25f5fe7,20475,0.9671600370027752,94,8741,8648,0.987209693705823,88,9000,8913
88,f26a57ac-12c5-4c53-8f29-303116173bc0,20724,0.885456039441249,99,12268,12170,0.9863729090167279,93,12347,12255
89,0c5f0c41-5fcf-4095-96e4-969f24e89411,32310,0.9963741841914431,94,5609,5516,0.9989134371604491,88,5609,5522
90,71c60832-5755-4e62-bbdd-194fecfe3295,81792,0.9576923076923077,89,12568,12480,0.9913682864450127,83,12594,12512
91,709ddfcd-f5ff-4db3-bbfc-5cd46c19a115,24430,0.9866968581941693,88,10686,10599,0.9863400847856807,82,10696,10615
92,8b0c34de-3a17-4f2c-8e82-eef122fa7d2b,20304,0.9414131254714609,98,4074,3977,0.9810142393205096,92,4094,4003
93,dc6b174f-afb7-41c5-a4b2-7be706635769,1168,0.9990697674418605,94,1168,1075,0.9990749306197965,88,1168,1081
94,905f75ca-03ab-4884-b1be-517878742afa,28268,0.9976547842401501,88,8615,8528,0.9944506104328524,82,9091,9010
95,3f75039a-7293-43cd-96dd-a09910f1c353,49012,0.9960979070592408,95,8551,8457,0.9860124576549011,89,9239,9151
96,e7cf3488-4cd7-4bd3-b599-00a9c7a206d5,41592,0.9493670886075949,104,4211,4108,0.9939846005774784,98,4253,4156
97,96d409c7-d3fb-48cd-9e56-16fbf2ed9600,100011,0.9979591836734694,83,4002,3920,0.9856334349151067,77,4670,4594
98,7bcf94ee-e514-4a65-ba3a-bd05f025c416,47573,0.9416187008105251,96,8608,8513,0.9733038004196782,90,8667,8578
99,82f6431a-ad57-4b78-bd05-55492189c362,11723,0.9712230215827338,94,5375,5282,0.9718761796904493,88,5385,5298
100,eb8042c2-e248-40ee-8230-33f9b24918d7,34348,0.9473684210526315,96,4294,4199,0.990289119399691,90,4620,4531
101,c2cf7b4b-a4fd-4483-b501-8518ce6b7986,19104,0.9956386292834891,90,14534,14445,0.9946154357508475,84,15126,15043
102,53b268ff-4529-4cae-b28a-273adc357170,32961,0.8876265744628303,83,12229,12147,0.991438215197168,83,12229,12147
103,2a7c3f92-bd0f-4771-9a48-e7ea9d5f6107,8896,0.9744990892531876,94,3387,3294,0.9846785225718194,88,3742,3655
104,4b8b2d5c-302e-49d1-a719-0603014d6be8,43018,0.9396199182102478,94,4250,4157,0.9889307062209431,88,4604,4517
105,f24d0e53-57f8-42e7-a070-ec61e0445920,34909,0.93364299933643,86,3099,3014,0.9280177187153932,80,4594,4515
106,859fa6a0-57af-4e79-8e7b-78ea9dae3abb,4459,0.957388939256573,86,2291,2206,0.9785276073619632,80,3013,2934
107,92d4845a-3e49-4fb0-b04b-c32eed8dba75,125939,0.9532152100338444,102,5124,5023,0.9860917941585535,102,5134,5033
108,bfbfca41-f14e-4bd2-af8e-13cec568c41b,65675,0.9264321023553359,92,3530,3439,0.9918722786647315,86,3530,3445
109,2af11a8d-668a-462f-8488-5b8bb0adb147,11712,0.8772627809826935,89,5115,5027,0.9743878865979382,83,6290,6208
110,80c0437f-0e79-46e3-bc5d-8a0450118fbf,39269,0.9045984900480439,98,4468,4371,0.9858382823206944,92,4469,4378
111,dbdf0aa3-b35a-4890-9e9e-8bcaec0ae4b7,10200,0.9789409118789614,85,4975,4891,0.992,73,6072,6000
112,3d7a5ab3-624f-4b8f-8880-b90536618578,1915,0.8708081363386476,93,1911,1819,0.896986301369863,87,1911,1825
113,14ede235-a500-4f83-9ead-ebf14f0e031a,6141,0.9414776883686906,92,5559,5468,0.9734060125536835,86,6139,6054
114,6a120f66-992f-47a8-931e-763d922d9008,73271,0.9809986743261158,108,4633,4526,0.9757192409712303,102,5002,4901
115,d31d8ea8-74ed-469b-955a-4ca73d3feeea,82003,0.9248661620823334,87,5503,5417,0.9959432048681541,81,5503,5423
116,9647d911-511f-4612-b696-aa0699574fc8,58048,0.8899218254806677,88,4820,4733,0.9798149705634988,82,4837,4756
117,b14d5498-fd2f-4316-ac7c-b0a57514d9e1,13475,0.991926991926992,93,5790,5698,0.9947560781821071,87,6379,6293
118,141e61b7-a6d9-4e06-829a-2e0883e36238,4883,0.9995824634655532,94,4883,4790,0.9995829858215179,88,4883,4796
119,17235b6b-ef3e-464c-b460-ca0b1401ffd8,19515,0.9773226042428675,94,4194,4101,0.9978528206129221,88,5210,5123
120,fd77c6ad-1d4d-4337-9d07-b9f58d9dbeb5,34641,0.9817578772802653,92,1900,1809,0.9656372335798173,86,2384,2299
121,4ecb2c8a-23bd-4fc2-a74f-8da2291f5c62,6840,0.9602954755309326,94,3342,3249,0.9840245775729647,88,3342,3255
122,0aa98e61-2407-485e-9901-77137aaa98a6,60660,0.870919881305638,97,4140,4044,0.991725768321513,91,4320,4230
123,fea52501-de70-4b5e-8cc6-922789bbd4a5,36030,0.9684568320870156,92,7446,7355,0.9822604488643999,92,7532,7441
124,9a7f5ade-ce10-4cb7-b48d-234c5d148db9,6710,0.9975460122699387,99,3358,3260,0.9993876301285977,93,3358,3266
125,104cd9db-7d06-45dd-862e-4c1db34863f1,69538,0.9631215014817254,95,6168,6074,0.9808975136446331,89,6684,6596
126,10cd7bf9-da2a-4a76-a09e-baf9745f6ccd,38443,0.9846227775108121,96,4257,4162,0.9981663992665597,96,4458,4363
127,a09d2e90-8679-4fb2-9712-b543e0bb6e49,8671,0.9220060681777619,95,5697,5603,0.994651453021929,89,5697,5609
128,1cc8564b-d488-4884-be1a-16b1f5d4d0d9,14803,0.8813036776040519,91,4631,4541,0.9889993653480008,85,4811,4727
129,4bfeceaf-5d2c-446e-9009-54f23b7500fa,1764,0.9987623762376238,84,1699,1616,0.9806996381182147,84,1741,1658
130,77378588-4340-438f-8637-7b2166d7000d,3534,0.9997087095834547,98,3530,3433,0.9997092177958709,92,3530,3439
131,19c66415-c4b2-466a-98ca-56a6c0bb3ae0,31908,0.9419866931247811,91,8657,8567,0.9732453092425295,85,8718,8634
132,b174c3d5-2288-4b81-a996-7c9e5d45a5aa,94515,0.9946773120425815,94,9111,9018,0.9923224568138196,88,9465,9378
133,e9fde4a9-c99d-416f-b6fb-8cbaa76003ef,178643,0.9766983918608467,85,3131,3047,0.985487404162103,79,3730,3652
134,f1f65195-e081-4d86-a4fb-f2e171a35abd,48140,0.9297868825375847,98,6150,6053,0.9910876382241294,92,6150,6059
135,90918dfc-2758-4217-911e-230315a82556,7232,0.9877944933295487,100,7145,7046,0.9991590749824807,94,7228,7135
136,ef866aa4-d580-4299-9e69-85ba1fc5a672,25946,0.9504730105731776,119,5509,5391,0.9912980420594634,113,5628,5516
137,43de2e95-e5f3-40c0-b18b-75a5ced5dd67,19088,0.9535175879396985,92,11235,11144,0.97957181088314,86,11295,11210
138,66fda8d8-d844-452a-bf38-0f01fd7d6a1f,2712,0.9973251815055407,95,2711,2617,0.9973313000381243,89,2711,2623
139,01538336-c0f2-4156-813a-92b9b16fa664,15522,0.9412398921832884,100,3809,3710,0.9788373961960889,94,3826,3733
140,ae0c9678-f5f5-4c46-a2ed-a0c6ffd7ba45,8668,0.96243798724309,92,4324,4233,0.9911359925355726,86,4372,4287
141,a8a22685-71b3-4d82-bed5-0abc56b8b794,1988,0.9942135718043135,83,1983,1901,0.9994769874476988,77,1988,1912
142,72225193-962f-4e97-a4d9-d477ee9d6a14,23955,0.9469412295205171,92,6744,6653,0.9968463733293287,86,6744,6659
143,fd714bbc-bd7d-42d1-8ff9-81b7bb925001,68254,0.9969788519637462,91,3400,3310,0.9989850291804111,85,4025,3941
144,90a15875-9946-4f75-96ad-8a229743a41f,58840,0.968,89,2338,2250,0.9797898140662894,83,2556,2474
145,6b2db1f9-a81b-43d4-8c37-3de7c3543197,14535,0.9400286944045911,91,7060,6970,0.9874037788663401,85,7229,7145
146,aa727f61-6623-4eea-a8bd-f369ec8ccfaf,40470,0.9212598425196851,94,2633,2540,0.9695669137729224,88,2650,2563
147,7f4acac0-e1e8-46a5-9bae-08164d7a7ba2,7106,0.9608100506281643,90,5422,5333,0.9896984454017607,84,5422,5339
148,263f12bd-2cf0-42ef-a01e-ec11bc1b03e2,4287,0.9305654974946314,93,4283,4191,0.9392423159399571,87,4283,4197
149,7a9e5921-4aab-4ec2-a37d-2b759f147b93,44594,0.9102005231037489,96,4683,4588,0.9943404440574662,90,4683,4594
150,f4ee2d91-4c7a-49b6-8a8c-f62e4dfd6887,63220,0.9571589627959414,98,5419,5322,0.9947447447447447,92,5419,5328
151,059698b3-ee3a-4656-b7fe-f7cd1a45dfa2,10392,0.9913600621298903,88,10388,10301,0.9997089356747841,82,10388,10307
152,5432b94a-34a7-4c29-82d9-48b26c26e244,7734,0.9942968877301613,95,6231,6137,0.9925981873111782,89,6708,6620
153,31feb1d7-67cf-4b26-9345-318bbc587a19,2647,0.9992181391712275,87,2644,2558,0.9992181391712275,87,2644,2558
154,9f9d7e25-47b9-4a41-8baa-2bb34752fcbd,84896,0.9173553719008265,95,4208,4114,0.9771994472593275,89,4430,4342
155,04e3e0a9-a5d7-43db-97a7-00b168d126a9,24645,0.9789832433967622,104,7145,7042,0.9975879682179342,98,7145,7048
156,c56b2b02-7b3d-429c-94bf-02806562418b,31176,0.9714847590953786,81,3131,3051,0.9968043264503441,81,4148,4068
157,3e54e360-7d28-468f-bd6e-827443635b88,55080,0.9757225433526011,96,2690,2595,0.9912146676852559,90,2707,2618
158,1af841b9-afe8-41fa-978c-61487721b2cf,17001,0.9033333333333333,88,5487,5400,0.9858038348082596,82,5505,5424
159,d1942cc4-fb85-45a4-bf06-cd164d3e96f6,68852,0.9847653869591713,96,5018,4923,0.9768989096285344,2,5412,5411
160,4857bcc9-1ca2-4f18-974c-7b15e62149ba,1035,0.998911860718172,117,1035,919,0.9989189189189189,111,1035,925
161,4400b006-775f-41fd-bfe4-7368ad76f1b5,52589,0.997765719757421,91,3223,3133,0.9829261885999475,85,3891,3807
162,b46d1b89-5d96-4233-82b3-a3d4a1448e80,2211,0.9995294117647059,85,2209,2125,0.9995294117647059,85,2209,2125
163,8ffa1402-78d0-4ab4-a90f-5de5937b0b27,6343,0.9974683544303797,92,6016,5925,0.99568345323741,86,6340,6255
164,248655a7-0d90-46d6-ab88-8623cc745af9,13734,0.9978506179473401,90,3811,3722,0.9926627218934911,84,4308,4225
165,dc21583d-2055-4b71-97bb-e725899159b3,46362,0.9010344827586206,98,5897,5800,0.9775071633237822,92,7071,6980
166,1212b5aa-03bd-4b23-9587-6ff8c17a426a,26259,0.9856996935648621,78,5951,5874,0.991398212177433,78,6006,5929
167,cae88a77-db3c-4711-994d-5baa7fb8698f,26465,0.9473684210526315,92,5658,5567,0.9908503767491926,86,5659,5574
168,0956d79e-c6f1-459c-a9ac-539d05478597,17464,0.9972358448506464,88,11302,11215,0.9996435572981643,88,11309,11222
169,e882255a-5b6e-448e-aeee-0c210bb2fbd7,113540,0.9275109170305676,80,5804,5725,0.989741002354524,80,6025,5946
170,e32fff6b-de45-4719-97b2-efa89c8a5ce3,3110,0.960666358167515,97,2257,2161,0.9980112694729865,91,3107,3017
171,56ff96a5-d30b-4e30-9b34-c89cb0eca7ff,13025,0.988427501701838,80,5955,5876,0.9919329326162607,80,6401,6322
172,a12e4c94-7b6b-4867-8f30-c034019fde7a,33653,0.8862702110167169,92,3740,3649,0.9937072503419973,86,3740,3655
173,000bf335-553e-4443-b5f2-9bd48696ebac,21947,0.9037245256500351,94,4362,4269,0.969620783574272,88,4860,4773
174,d5592d24-e796-4e09-84c7-d525c3ca0f1e,3645,0.9997185477061638,90,3642,3553,0.9997190221972464,84,3642,3559
175,a7a12956-5a3a-483d-92e2-da50cdd64e42,3657,0.9011993146773273,94,3595,3502,0.9915919282511211,88,3655,3568
176,c103e4df-211f-4a75-8c3e-9ad3aff6e7b7,53863,0.8979070954568658,93,2051,1959,0.9734382685686178,87,2119,2033
177,cef7d344-baf0-4b4a-8a71-f81ea896bc48,15076,0.9208301306687163,89,3991,3903,0.9854891168376282,83,4079,3997
178,fb5a6a30-fe66-42f0-a6b1-c5f9f73d9c4f,86163,0.8911917098445595,97,4728,4632,0.9790821771611526,91,4775,4685
179,e87c32e1-b97d-4375-9b43-ed6759155fe6,38101,0.9955414012738854,97,9516,9420,0.9969049520766773,91,10106,10016
180,9f364ed3-f389-4ebd-bc5f-18c5dbf9dfd3,51588,0.9940930701628008,96,7036,6941,0.9811715481171548,90,7737,7648
181,171b4c7d-4061-4294-be83-ab136a756309,6219,0.9463449765934462,94,5647,5554,0.9776658270361042,88,6042,5955
182,2f14df90-ed22-4bbf-8160-f084ce7f0cb4,11082,0.999128160418483,96,2389,2294,0.9991326973113617,90,2395,2306
183,68595abf-645f-4351-b232-52d4b21d9a9c,32305,0.9600366076876145,84,6639,6556,0.9838733323559595,84,6904,6821
184,f60f961c-6541-4412-bfb9-99cab5b5e257,18358,0.9823284823284824,90,5861,5772,0.9940354960721559,84,6957,6874
185,e56b1223-ad00-4bb0-85fb-d9fbad93c3ac,1976,0.9994694960212201,91,1975,1885,0.9994711792702274,85,1975,1891
186,dca2ce78-3817-4e23-aa71-dbf4432a11e8,38086,0.9596685082872928,103,3722,3620,0.9966905681191396,97,3722,3626
187,e55c3fa3-6c54-4979-b07a-f51575fbd4a9,26989,0.9696109059926157,89,3609,3521,0.9823544239979833,83,4049,3967
188,48f0b7b6-8848-409f-bc3c-d47d493db864,77320,0.9914040114613181,95,7423,7329,0.989781758546739,89,8015,7927
189,de24f420-cfef-463c-bd4f-cac3f469aabf,51245,0.8579234972677595,93,3386,3294,0.9739375440244189,87,4345,4259
190,8668c88d-08f0-4748-9317-1b57db9cc8fd,3344,0.9941484447182014,93,3339,3247,0.9941682013505218,87,3344,3258
191,bd2d6489-0ca3-4599-8d99-cbe611c6ed16,5998,0.9795493934142114,88,2972,2885,0.9965870307167235,82,3597,3516
192,46f9d097-f7e3-4e2e-b465-26d2484dfae7,12260,0.9968132568514978,112,9525,9414,0.9950490047489138,106,10002,9897
193,7218bcf4-6fbe-459d-a105-ece208ccc3a0,10609,0.9993761696818465,94,3299,3206,0.9829940736923474,88,3968,3881
194,456031e8-1a62-4e7a-b4e1-9bf0805eac25,1322,0.9902439024390244,89,1318,1230,0.9991909385113269,83,1318,1236
195,b46725fd-6a35-4b17-a255-16710dcc5b98,45896,0.9915231551708753,92,11298,11207,0.9957674699835881,86,11662,11577
196,eb18a821-588e-4f2a-9640-16c8ca4f1158,2115,0.9990089197224975,95,2112,2018,0.9990118577075099,89,2112,2024
197,87250d50-1ee9-4db2-91b0-1dc1ab17ff6e,17439,0.9798669169083775,90,5950,5861,0.9913331232272298,84,6429,6346
198,97051dd1-14b3-4f2e-ac4d-cf6b4c805dc9,17909,0.9875518672199171,93,8045,7953,0.9939423309910347,87,8340,8254
199,1052793b-8403-44e2-92c2-418ebc4ac61a,80470,0.8947772657450077,92,7903,7812,0.9842431761786601,86,8145,8060
200,7fcdf4a8-006b-4d3e-af33-b7d4b4bfdcb7,3885,0.916622691292876,94,3883,3790,0.9855110642781876,88,3883,3796
201,0b0bcf5f-9a7d-4351-88da-ee50665d1c81,7464,0.9819188191881919,96,5515,5420,0.9937126207636866,90,6610,6521
202,640b92ff-00a0-4395-9dfd-f9443d3f8d3b,4518,0.922337870296237,89,2586,2498,0.9864217252396166,83,2586,2504
203,25536726-e3e4-4740-bf6b-d17a0c6f1839,7416,0.9311774461028193,93,7328,7236,0.9929048983490244,87,7415,7329
204,08edb32a-a4bf-48fd-9a95-c68280918bb5,1477,0.7810650887573964,94,600,507,0.9668508287292817,88,630,543
205,18670e8a-06e7-4e7b-b4f2-8929e8431b01,13467,0.9347258485639687,89,3535,3447,0.9677500629881582,83,4051,3969
206,2a0c4610-baf4-468b-8eba-05ec15b66714,3597,0.942089552238806,97,1771,1675,0.9852358660424919,91,2867,2777
207,1dd25088-eec1-4986-bd0a-6d2c4c05bc91,84397,0.9760970388869069,100,2902,2803,0.9983383183781988,94,3102,3009
208,2b9a7ccb-050a-419f-9f87-4118525056e9,27681,0.9522737505628095,93,4534,4442,0.9823068309070548,87,4551,4465
