Serial,sequence_ID,sequence_length,telo_density,Telomere_start,Telomere_end,Telomere_length,telo_density_mismatch,Telomere_start_mismatch,Telomere_end_mismatch,Telomere_length_mismatch
11,008ca00e-f7a2-4894-8ca3-accb83166592 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1868 start_time=2025-11-19T19:21:19.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=008ca00e-f7a2-4894-8ca3-accb83166592 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,31718,0.9856347112283788,79,20544,20466,0.9945094990525242,61,20641,20581
12,09832c0b-810b-4b66-8be0-965a416daecb runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2710 start_time=2025-11-19T19:29:24.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=09832c0b-810b-4b66-8be0-965a416daecb basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3754,0.9017933390264731,91,3603,3513,0.9934533551554828,85,3750,3666
13,d365121a-b446-4fca-963e-d7f6e5834813 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=533 start_time=2025-11-19T19:34:21.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d365121a-b446-4fca-963e-d7f6e5834813 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,4998,0.9985740476675494,89,4997,4909,0.999796541200407,83,4997,4915
14,4560614b-5e51-4f66-b1e0-011585a48291 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2169 start_time=2025-11-19T19:44:35.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=4560614b-5e51-4f66-b1e0-011585a48291 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,8530,0.9383086442902682,93,5425,5333,0.9908513816280806,87,5442,5356
15,b03e64bf-e3eb-4a39-983b-c575b276c189 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2153 start_time=2025-11-19T18:53:02.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=b03e64bf-e3eb-4a39-983b-c575b276c189 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,17967,0.9668688754083061,99,6527,6429,0.9875679875679876,93,6527,6435
16,5605101a-c4b5-473e-b771-c09572d1834e runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2354 start_time=2025-11-19T19:01:11.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=5605101a-c4b5-473e-b771-c09572d1834e basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,8139,0.9642587465391392,95,8040,7946,0.9931540950958426,89,8122,8034
17,bc6a49f3-f937-4917-8aef-b0cacd009ff5 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2323 start_time=2025-11-19T19:12:50.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=bc6a49f3-f937-4917-8aef-b0cacd009ff5 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,14472,0.9493179328885791,94,10136,10043,0.9840218238503508,88,10351,10264
18,9f67ce81-25be-489e-84bd-6e269c875fdf runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=555 start_time=2025-11-19T19:24:55.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=9f67ce81-25be-489e-84bd-6e269c875fdf basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10594,0.935879241388208,96,7846,7751,0.9880473074987418,90,8037,7948
19,685cc66a-7885-4815-87cf-382772a1aeae runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2631 start_time=2025-11-19T19:29:48.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=685cc66a-7885-4815-87cf-382772a1aeae basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6543,0.9647058823529412,94,1623,1530,0.933009708737864,88,2147,2060
20,34c4b355-9927-4f95-9409-83b9c18dccf5 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2087 start_time=2025-11-19T19:35:10.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=34c4b355-9927-4f95-9409-83b9c18dccf5 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2077,0.9984662576687117,95,1398,1304,0.9984732824427481,89,1398,1310
21,1f9015f9-e5ff-451b-86ad-98b2775607a1 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1937 start_time=2025-11-19T19:44:26.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=1f9015f9-e5ff-451b-86ad-98b2775607a1 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,13813,0.9584256261714091,84,11821,11738,0.9907328685597687,78,11839,11762
22,e6e4c6e7-78a3-41a8-8c51-0a7e9f5e800c runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=388 start_time=2025-11-19T18:54:00.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=e6e4c6e7-78a3-41a8-8c51-0a7e9f5e800c basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1542,0.9958333333333333,102,1541,1440,0.9993055555555556,102,1541,1440
23,a4a25556-acdc-482c-ac00-c17b3ced722e runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=991 start_time=2025-11-19T19:00:23.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=a4a25556-acdc-482c-ac00-c17b3ced722e basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,36752,0.9494374020794759,85,7105,7021,0.9899552056468033,79,7445,7367
24,5a93e878-b6d9-43e7-9fd3-b2334b1376e0 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2193 start_time=2025-11-19T19:13:39.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=5a93e878-b6d9-43e7-9fd3-b2334b1376e0 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,8107,0.9741025183068405,94,5692,5599,0.9966808914177335,88,6414,6327
25,0ae363d6-c33f-4a3a-aecc-dda5d949ef55 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=336 start_time=2025-11-19T19:25:17.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=0ae363d6-c33f-4a3a-aecc-dda5d949ef55 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,11050,0.9194966385106016,98,5898,5801,0.9742564758554525,92,6345,6254
26,32243cea-b7ba-425a-9e69-a3c91ac50925 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2294 start_time=2025-11-19T19:30:24.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=32243cea-b7ba-425a-9e69-a3c91ac50925 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3550,0.9979645245710963,98,3536,3439,0.9994194484760522,92,3536,3445
27,6bc7258e-a066-49d3-a36f-c3072f6b7820 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2785 start_time=2025-11-19T19:37:18.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=6bc7258e-a066-49d3-a36f-c3072f6b7820 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,20167,0.9797798822626056,86,7899,7814,0.9924552429667519,80,7899,7820
28,46f98fee-c253-479d-a6a9-c386f0198c72 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2407 start_time=2025-11-19T19:17:18.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=46f98fee-c253-479d-a6a9-c386f0198c72 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,124013,0.9117757009345795,82,5431,5350,0.9881678683675356,82,5490,5409
29,7a19c1ca-140c-47d7-9117-efe9e859dacd runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2261 start_time=2025-11-19T18:56:15.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=7a19c1ca-140c-47d7-9117-efe9e859dacd basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,5054,0.93682092555332,81,5050,4970,0.9867363344051447,75,5050,4976
30,56448e20-0780-4b5a-8f01-0768ff209a96 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=602 start_time=2025-11-19T19:03:04.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=56448e20-0780-4b5a-8f01-0768ff209a96 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2569,0.9617151607963247,91,2049,1959,0.9750503018108652,85,2569,2485
31,ab084618-3d4c-49a4-b044-e038e2285d2b runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2618 start_time=2025-11-19T19:13:31.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=ab084618-3d4c-49a4-b044-e038e2285d2b basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,29618,0.9381646317447814,90,5167,5078,0.9832125143075162,84,5325,5242
32,79c89ec3-017b-4266-8f56-f831a520f80d runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2124 start_time=2025-11-19T19:26:05.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=79c89ec3-017b-4266-8f56-f831a520f80d basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1579,0.9925423728813559,97,1571,1475,0.9959677419354839,91,1578,1488
33,d87d5bb7-4a3b-4b7a-8cc4-d6a6c6f7728b runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1838 start_time=2025-11-19T19:31:37.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d87d5bb7-4a3b-4b7a-8cc4-d6a6c6f7728b basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3576,0.8843398157625384,85,3015,2931,0.980294025649046,79,3275,3197
34,64ebf7ae-8479-43a6-82b9-fda82c7cc9a9 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1822 start_time=2025-11-19T19:38:57.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=64ebf7ae-8479-43a6-82b9-fda82c7cc9a9 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,13390,0.8319757529835196,87,5365,5279,0.949828178694158,81,5900,5820
35,266a7f46-2949-4747-9d67-c10236434419 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=676 start_time=2025-11-19T19:44:54.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=266a7f46-2949-4747-9d67-c10236434419 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2314,0.8686708860759493,83,1346,1264,0.9397201291711518,83,1940,1858
36,d1fb659d-65b3-49c5-80d3-213c7f7aca2c runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1121 start_time=2025-11-19T18:57:34.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d1fb659d-65b3-49c5-80d3-213c7f7aca2c basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3719,0.9994114184814596,110,3507,3398,0.9994464433988375,104,3716,3613
37,679cf4de-a45e-457d-97a3-ca6f209ec63f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=383 start_time=2025-11-19T19:04:49.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=679cf4de-a45e-457d-97a3-ca6f209ec63f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1044,0.9989462592202318,92,1040,949,0.9989528795811519,86,1040,955
38,8222c656-17e6-4bcd-8582-ba82f578a86f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=819 start_time=2025-11-19T19:15:04.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=8222c656-17e6-4bcd-8582-ba82f578a86f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1225,0.9991142604074402,94,1222,1129,0.9991189427312775,88,1222,1135
39,b69a2a3a-7539-49c7-b5dd-00063a50453c runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=589 start_time=2025-11-19T19:26:39.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=b69a2a3a-7539-49c7-b5dd-00063a50453c basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2303,0.9995473064735174,92,2300,2209,0.999548532731377,86,2300,2215
40,e240bcd1-d0f2-4a00-9334-0fe9bb832abb runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2048 start_time=2025-11-19T19:32:11.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=e240bcd1-d0f2-4a00-9334-0fe9bb832abb basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6270,0.9593738352590384,88,5453,5366,0.9841772151898734,82,5453,5372
41,3d3c28dc-1a23-450c-9f1a-fb6944f29a74 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2671 start_time=2025-11-19T19:41:15.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=3d3c28dc-1a23-450c-9f1a-fb6944f29a74 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1543,0.7469879518072289,734,1231,498,0.94874022589053,81,1231,1151
42,82bfbe91-a3e3-4c53-b1c5-c52587869e7b runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=916 start_time=2025-11-19T18:57:02.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=82bfbe91-a3e3-4c53-b1c5-c52587869e7b basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,25696,0.9613821138211383,89,2548,2460,0.981691688026364,83,2813,2731
43,d8bc8f3c-63fb-40e0-b3ce-e2d0ad64af10 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1912 start_time=2025-11-19T19:08:14.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d8bc8f3c-63fb-40e0-b3ce-e2d0ad64af10 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6359,0.8805379746835443,93,2620,2528,0.9774011299435028,87,2918,2832
44,de6165cd-acd3-44af-baab-e4f132cc795d runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2528 start_time=2025-11-19T19:15:14.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=de6165cd-acd3-44af-baab-e4f132cc795d basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,7878,0.9810307201611549,89,6045,5957,0.9915070774354704,83,6087,6005
45,6563479c-edad-4065-ba6c-014f71b183b5 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1805 start_time=2025-11-19T19:28:46.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=6563479c-edad-4065-ba6c-014f71b183b5 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1044,0.9989258861439313,113,1043,931,0.9989327641408752,107,1043,937
46,feb32223-7359-47ea-b365-d3e054dfc398 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1445 start_time=2025-11-19T19:33:05.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=feb32223-7359-47ea-b365-d3e054dfc398 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6317,0.938540596094553,87,4951,4865,0.9762240580294177,81,5043,4963
